relative_path,case_number,contrast_type,slice_number,TRAIN_VAL_TEST,status
file_brain_AXFLAIR_200_6002467/processed/slice_10.mat,file_brain_AXFLAIR_200_6002467,AXFLAIR,10,TEST,Success
file_brain_AXFLAIR_200_6002467/processed/slice_11.mat,file_brain_AXFLAIR_200_6002467,AXFLAIR,11,TEST,Success
file_brain_AXFLAIR_200_6002467/processed/slice_12.mat,file_brain_AXFLAIR_200_6002467,AXFLAIR,12,TEST,Success
file_brain_AXFLAIR_200_6002467/processed/slice_13.mat,file_brain_AXFLAIR_200_6002467,AXFLAIR,13,TEST,Success
file_brain_AXFLAIR_200_6002467/processed/slice_14.mat,file_brain_AXFLAIR_200_6002467,AXFLAIR,14,TEST,Success
file_brain_AXFLAIR_200_6002467/processed/slice_15.mat,file_brain_AXFLAIR_200_6002467,AXFLAIR,15,TEST,Success
file_brain_AXFLAIR_200_6002467/processed/slice_16.mat,file_brain_AXFLAIR_200_6002467,AXFLAIR,16,TEST,Success
file_brain_AXFLAIR_200_6002469/processed/slice_1.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,1,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_2.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,2,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_3.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,3,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_4.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,4,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_5.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,5,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_6.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,6,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_7.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,7,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_8.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,8,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_9.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,9,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_10.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,10,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_11.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,11,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_12.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,12,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_13.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,13,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_14.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,14,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_15.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,15,VAL,Success
file_brain_AXFLAIR_200_6002469/processed/slice_16.mat,file_brain_AXFLAIR_200_6002469,AXFLAIR,16,VAL,Success
file_brain_AXFLAIR_200_6002512/processed/slice_1.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,1,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_2.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,2,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_3.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,3,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_4.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,4,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_5.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,5,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_6.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,6,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_7.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,7,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_8.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,8,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_9.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,9,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_10.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,10,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_11.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,11,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_12.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,12,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_13.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,13,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_14.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,14,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_15.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,15,TRAIN,Success
file_brain_AXFLAIR_200_6002512/processed/slice_16.mat,file_brain_AXFLAIR_200_6002512,AXFLAIR,16,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_1.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,1,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_2.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,2,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_3.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,3,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_4.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,4,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_5.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,5,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_6.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,6,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_7.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,7,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_8.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,8,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_9.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,9,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_10.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,10,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_11.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,11,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_12.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,12,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_13.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,13,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_14.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,14,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_15.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,15,TRAIN,Success
file_brain_AXFLAIR_200_6002629/processed/slice_16.mat,file_brain_AXFLAIR_200_6002629,AXFLAIR,16,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_1.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,1,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_2.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,2,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_3.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,3,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_4.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,4,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_5.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,5,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_6.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,6,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_7.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,7,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_8.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,8,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_9.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,9,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_10.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,10,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_11.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,11,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_12.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,12,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_13.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,13,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_14.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,14,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_15.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,15,TRAIN,Success
file_brain_AXFLAIR_200_6002641/processed/slice_16.mat,file_brain_AXFLAIR_200_6002641,AXFLAIR,16,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_1.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,1,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_2.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,2,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_3.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,3,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_4.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,4,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_5.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,5,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_6.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,6,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_7.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,7,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_8.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,8,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_9.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,9,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_10.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,10,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_11.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,11,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_12.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,12,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_13.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,13,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_14.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,14,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_15.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,15,TRAIN,Success
file_brain_AXFLAIR_201_6002876/processed/slice_16.mat,file_brain_AXFLAIR_201_6002876,AXFLAIR,16,TRAIN,Success
file_brain_AXFLAIR_201_6002888/processed/slice_1.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,1,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_2.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,2,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_3.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,3,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_4.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,4,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_5.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,5,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_6.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,6,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_7.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,7,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_8.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,8,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_9.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,9,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_10.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,10,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_11.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,11,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_12.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,12,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_13.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,13,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_14.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,14,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_15.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,15,VAL,Success
file_brain_AXFLAIR_201_6002888/processed/slice_16.mat,file_brain_AXFLAIR_201_6002888,AXFLAIR,16,VAL,Success
file_brain_AXFLAIR_201_6002914/processed/slice_1.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,1,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_2.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,2,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_3.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,3,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_4.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,4,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_5.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,5,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_6.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,6,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_7.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,7,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_8.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,8,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_9.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,9,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_10.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,10,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_11.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,11,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_12.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,12,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_13.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,13,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_14.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,14,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_15.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,15,TRAIN,Success
file_brain_AXFLAIR_201_6002914/processed/slice_16.mat,file_brain_AXFLAIR_201_6002914,AXFLAIR,16,TRAIN,Success
file_brain_AXFLAIR_201_6002934/processed/slice_1.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,1,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_2.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,2,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_3.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,3,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_4.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,4,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_5.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,5,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_6.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,6,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_7.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,7,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_8.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,8,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_9.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,9,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_10.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,10,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_11.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,11,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_12.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,12,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_13.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,13,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_14.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,14,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_15.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,15,VAL,Success
file_brain_AXFLAIR_201_6002934/processed/slice_16.mat,file_brain_AXFLAIR_201_6002934,AXFLAIR,16,VAL,Success
file_brain_AXFLAIR_201_6002940/processed/slice_1.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,1,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_2.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,2,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_3.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,3,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_4.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,4,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_5.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,5,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_6.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,6,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_7.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,7,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_8.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,8,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_9.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,9,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_10.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,10,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_11.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,11,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_12.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,12,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_13.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,13,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_14.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,14,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_15.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,15,TRAIN,Success
file_brain_AXFLAIR_201_6002940/processed/slice_16.mat,file_brain_AXFLAIR_201_6002940,AXFLAIR,16,TRAIN,Success
file_brain_AXFLAIR_201_6002941/processed/slice_1.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,1,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_2.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,2,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_3.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,3,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_4.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,4,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_5.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,5,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_6.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,6,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_7.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,7,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_8.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,8,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_9.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,9,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_10.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,10,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_11.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,11,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_12.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,12,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_13.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,13,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_14.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,14,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_15.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,15,TEST,Success
file_brain_AXFLAIR_201_6002941/processed/slice_16.mat,file_brain_AXFLAIR_201_6002941,AXFLAIR,16,TEST,Success
file_brain_AXFLAIR_201_6002960/processed/slice_1.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,1,VAL,Success
file_brain_AXFLAIR_201_6002960/processed/slice_2.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,2,VAL,Success
file_brain_AXFLAIR_201_6002960/processed/slice_3.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,3,VAL,Success
file_brain_AXFLAIR_201_6002960/processed/slice_4.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,4,VAL,Success
file_brain_AXFLAIR_201_6002960/processed/slice_5.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,5,VAL,Success
file_brain_AXFLAIR_201_6002960/processed/slice_6.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,6,VAL,Success
file_brain_AXFLAIR_201_6002960/processed/slice_7.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,7,VAL,Success
file_brain_AXFLAIR_201_6002960/processed/slice_8.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,8,VAL,Success
file_brain_AXFLAIR_201_6002960/processed/slice_9.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,9,VAL,Success
file_brain_AXFLAIR_201_6002960/processed/slice_10.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,10,VAL,Success
file_brain_AXFLAIR_201_6002960/processed/slice_11.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,11,VAL,Success
file_brain_AXFLAIR_201_6002960/processed/slice_12.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,12,VAL,Success
file_brain_AXFLAIR_201_6002960/processed/slice_13.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,13,VAL,Success
file_brain_AXFLAIR_201_6002960/processed/slice_14.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,14,VAL,Success
file_brain_AXFLAIR_201_6002960/processed/slice_15.mat,file_brain_AXFLAIR_201_6002960,AXFLAIR,15,VAL,Success
